,CRN,STREET_NAME
99,2009035029,NEW CASTLE RD
100,2009035029,RAMP P RD
115,2009031015,
117,2009106427,TILGHMAN ST
237,2009122208,SUMMER VALLEY RD
244,2009072854,KELKER ST
245,2009072854,SIXTH ST
261,2010006728,BEST STATION RD
273,2009066073,LEHIGH AV
274,2009055800,BROWNSVILLE RD
275,2009055800,BISCAYNE DR
281,2009105150,JUMONVILLE RD
344,2009012453,DEKALB PK
353,2009039566,FRANKFORD AV
414,2009008487,BUFFALO RUN RD
421,2009020087,LAIRDSVILLE RD
440,2009102714,NOBLE ST
441,2009102714,ELIZABETH AV
467,2009075785,BEAR LAKE PANAMA RD
660,2009123236,MAIDEN ST
727,2009077200,COATESVLE DOWNINGTOWN BP
760,2009046719,JOE HALL RD
811,2009078567,POND ST
850,2009099932,RIVER RD
921,2009051272,OLD HUNTINGDON PK
922,2009051272,SUSQUEHANNA RD
932,2009019247,7TH AV
933,2009019247,GRANT ST
1005,2009114103,HUNTER SCHOOL RD
1020,2009059679,FIFTH ST
1021,2009059679,ERIE AV
1029,2009118455,CONCHESTER HW
1059,2009088240,FRIENDS RD
1099,2009129393,LEHIGH DR
1149,2009071934,LINCOLN HW
1215,2009101827,COTTAGE AV
1216,2009101827,GRAYSTONE RD
1283,2009058116,CHAPEL DR
1284,2009058116,SUMMIT DR
1319,2009106672,SR 0446 HW
1363,2009062985,DAD BURNHAMS RD
1364,2009062985,WILD CHERRY RD
1496,2009110365,MAIN ST
1508,2009048469,SHOEMAKER RD
1509,2009048469,WALMART ACCESS DR
1511,2009078712,ROSE ST
1512,2009078712,DINWIDDIE ST
1596,2009075454,TENTH ST
1647,2009040278,MAIN ST
1656,2009128605,LEECHBURG RD
1660,2009106269,BETHLEHEM PK
1661,2009106269,BETHLEHEM PK
1662,2009106269,PUMPING STATION RD
1690,2009045699,SOUTH BRIDGE RD
1704,2009109814,
1843,2009034496,MONTOUR BL
1876,2009126660,PENN LINCOLN PY
1893,2009029141,CHESTNUT ST
1922,2009107274,RAMP E2 RD
1923,2009107274,SR 0070 HW
2034,2009061328,THIRD AV
2049,2009010201,CAMBRIDGE RD
2050,2009010201,HORSESHOE PK
2082,2009090762,LARRY HOLMES DR
2183,2009110159,SULPHUR SPRINGS RD
2243,2009040608,LONG LN
2283,2009016210,
2285,2009032099,SR 202 HW
2286,2009032099,100 SPUR RD
2306,2009020895,ROY E FURMAN HW
2394,2010002186,WILLIAM FLYNN HW
2416,2009063626,MUD PK
2454,2010001878,KLINE RD
2519,2009073602,AMERICAN LEGION MEM HW
2552,2009045807,FAIRVIEW RD
2640,2009125595,SCHUYLKILL EX
2685,2009061288,MT PLEASANT RD
2690,2009066549,RALEIGH DR
2691,2009066549,HAINES RD
2707,2009108580,REAGAN DR
2754,2009011896,GRAND ARMY OF REPUBLIC HW
2764,2009049117,ONTARIO ST
2765,2009049117,RICHMOND ST
2814,2009057123,WIGHTMAN ST
2815,2009057123,FORBES AV
2938,2009128007,WILLIAM PENN HW
2939,2009128007,WILLIAM PENN HW
2940,2009128007,PENN VIEW RD
2941,2009128007,PALMER RD
2957,2009100930,MECHANICSVILLE RD
2974,2009017929,CRAFT CREEK RD
2994,2009071058,BETHLEHEM PK
3016,2009070356,POTTSVILLE PK
3091,2009078653,BEAVER VALLEY PK
3151,2009110451,
3310,2009020940,NEOLA RD
3344,2009045202,MIDDLE RD
3471,2009116014,WILLIAM PENN HW
3511,2009060409,SQUAW RUN RD
3591,2009103566,WARRENSVILLE RD
3612,2009034212,MAIN ST
3867,2009064411,SIXTH ST
3868,2009064411,MACLAY ST
4001,2009058194,SOOSE RD
4007,2009104475,SR 0066 HW
4008,2009104475,MONTMORENCI RD
4020,2009108122,DUNKARD DILLINER RD
4033,2009019110,WELSH RD
4050,2009036607,SR 0143 HW
4063,2009076977,BRISTOL PK
4072,2009100327,BROOKENS RD
4091,2009059326,DRY RUN RD
4124,2009114524,MILL CREEK RD
4170,2009100637,LEVICK ST
4175,2009057889,SPUR RD
4227,2009115221,MAIN ST
4228,2009115221,TINTOWN RD
4232,2009020033,OLD BERWICK RD
4265,2009108527,TRENTON RD
4339,2009054847,SCOTLAND RD
4340,2009054847,CENTER RD
4363,2009099178,CARMALT ST
4397,2009042191,MANN RD
4398,2009042191,TROOPER RD
4399,2009083137,TRUCE RD
4631,2009122958,YORK RD
4632,2009128101,PINE GROVE RD
4845,2009005535,TOOKANY CREEK PY
4903,2009072895,SCHOONMAKER AV
4911,2009083048,REHRERSBURG RD
4936,2009028353,MAIN ST
4937,2009028353,FIFTH ST
4954,2009091882,RIVER ST
4995,2010014354,
5029,2009118791,
5032,2009117311,STARVIEW RD
5069,2009032761,ARONA RD
5082,2009084784,HATCH RUN RD
5083,2009084784,
5089,2009015999,DURHAM RD
5133,2010021233,UMBRIA ST
5157,2009053852,AMVET MEM HW
5190,2009056631,FRANK D OREILLY HW
5353,2009131305,BLAIR MILL RD
5354,2009119819,WALNUT ST
5355,2009119819,TWENTYFIRST ST
5361,2009096080,SUEDBERG RD
5373,2009083870,VENANGO ST
5374,2009083870,ELLA ST
5408,2009094307,SUNFLOWER RD
5451,2009060235,RETTEW MILL RD
5534,2009028300,SR 0115 HW
5638,2009113091,BAGGLEY YOUNGSTOWN RD
5666,2009053885,BENJAMIN FRANKLIN HW
5667,2009063010,SCALP AV
5680,2009034458,
5681,2009034458,RAMP RD
5736,2009044424,GIRARD AV
5737,2009044424,GIRARD AV
5738,2009044424,FIFTH ST
5861,2009015190,BLANKENBILLER RD
5881,2009050719,STATE HWY 4014 HW
5897,2009046140,
