,CRN,STREET_NAME
8,2005173855,
10,2005199984,W SWEDESFORD RD
82,2005135340,CEDAR PARK AV
83,2005135340,ANDREWS AV
84,2005205462,
134,2005196375,RIVERVIEW AV
135,2005196375,LEHIGH DR
164,2005120533,POTTSVILLE PK
165,2005120533,HARTMAN RD
166,2005416793,YOUNGSTOWN-POLAND RD
167,2005416793,MOHAWK SCHOOL RD
171,2005139240,BENNER PK
190,2006007223,CANADA DR
242,2005156732,WEST PARK RD
314,2005203766,SR 0056 SH
315,2005203766,CONSTITUTION BL
333,2005408631,LANCASTER AV
498,2005420342,KISTLER ROAD RD
541,2005138891,
659,2005187186,FRANKSTOWN RD
660,2005187186,EASTWOOD RD
661,2005187186,EASTHILLS DR
666,2005419096,PEREGRINE CR
673,2005087777,BERKS ST
674,2005087777,PHILADELPHIA AV
689,2006007719,MATSON FORD RD
690,2006007719,MATSON FORD RD
692,2006007719,FRONT ST
693,2006007719,FRONT ST
730,2005121792,UNRUH AV
731,2005121792,WHITAKER AV
733,2005413240,TATAMY RD
803,2006005842,
805,2005205571,SR 0023 SH
806,2005205571,HICKORY GROVE RD
807,2005205571,BUCKWATER RD
833,2005405350,PRUSS HILL RD
885,2005187142,ELRAMA RD
922,2005156048,BAINBRIDGE RD
941,2005119143,CAMP HEBRON RD
956,2005146572,COLLEGE DR
957,2005146572,SOUTH ST
967,2005129324,FOREST ST
1053,2005419629,
1060,2005400965,
1120,2005402847,OLD FORGE RD
1124,2005160949,BROOKS RD
1173,2005177208,STATE ST
1205,2005153702,CROCHAN PK
1379,2005188277,NINTH ST
1447,2005154391,ROSE ST
1493,2005160097,CRABTREE RD
1520,2005159053,MAIN ST
1521,2005159053,CALUMET PLEASANT UNITY RD
1522,2005159053,CHURCH ST
1564,2005405506,NEW SCHUYLKILL RD
1649,2005185605,KEYSTONE SHORTWAY RD
1708,2005152410,LINCOLN RD
1726,2005207956,
1796,2005419651,NATIONAL PK
1833,2005152157,GOVERNOR RD
1834,2005152157,GLEN RD
1871,2005129327,WINDING RIDGE RD
1907,2005156402,GRACE AV
1908,2005156402,HORST DR
1961,2005181024,EASTON RD
1962,2005181024,KINTNER HILL RD
1986,2005127624,LAKELAND DR
2036,2005196615,WEST HARDIES RD
2189,2005133118,WASHINGTON PK
2200,2005405607,SPRING ST
2201,2005405607,FIFTH ST
2310,2005143214,GRAND AV
2333,2005167347,RAMP M RD
2334,2005167347,HANOVER ST
2351,2005409518,CLAEMONT DR
2385,2005157132,BUCHANAN TR
2432,2006016961,
2433,2005185317,SR 0035 SH
2461,2006023225,THIRD ST
2553,2005407998,WOODALE RD
2619,2005206174,
2793,2005199241,FORGEDALE RD
2800,2005156240,RAILROAD AV
2801,2005156240,LINDEN GROVE RD
2802,2005156240,LINDEN GROVE RD
2809,2005163264,BROADWAY AV
2832,2005422057,FREEDOM RD
2842,2005147604,PERRY HW
2887,2005119220,MOUNTAIN RD
2923,2005153643,
2925,2006013261,JONESTOWN RD
3010,2005187405,
3047,2005131556,
3048,2005131556,RACE ST
3067,2005158590,HENDRICKS RD
3095,2005204122,
3097,2005411955,FORSYTHE AV
3102,2005141816,MUNSTER RD
3132,2005209327,MAIN ST
3133,2005209327,RIVERSIDE DR
3154,2005408401,UNION DEPOSIT RD
3155,2005408401,UNION DEPOSIT RD
3156,2005408401,BRIARSDALE RD
3168,2005130522,FRUITVILLE PK
3220,2005197025,
3245,2005153860,SPRING HILL RD
3250,2005020137,ROCHESTER RD
3266,2005188956,Z H CONFAIR HW
3269,2005196922,CEMETERY RD
3283,2005111498,
3468,2005037019,SR 0487 HW
3478,2005403172,
3497,2006013218,BALD EAGLE VALLEY RD
3580,2006008745,SCHUYLKILL AV
3581,2006008745,WALNUT ST
3582,2006008745,RAMP B RD
3646,2005405678,FALLSINGTON TULLEYTOWN AV
3647,2005405678,NEW SCHOOL LN
3699,2005079203,RISHELL HILL RD
3700,2005079203,BENNER PK
3701,2005079203,PARADISE RD
3726,2005209639,
3748,2005153420,JENNER ST
3780,2005129216,MELWOOD RD
3823,2005196314,ALLEMAENGAL RD
3824,2005196314,KINGS HW
3879,2005103068,TOWNSHIP RD
3880,2005103068,COBBS CREEK PY
3930,2005152197,OXFORD RD
3933,2005413192,SPRING RD
3965,2005133761,JOSEPH W HUNTER HW
4008,2005196082,
4053,2006006247,MAIN ST
4075,2005150796,
4076,2005184384,BUFFALO PITTSBURGH HW
4135,2005210579,THOMPSON RUN RD
4281,2006009201,SCOTLAND RD
4297,2005193790,FRANKLIN ST
4361,2005149794,WILBUR ST
4362,2005149794,TOMLINSON RD
4372,2005148488,OXBOW RD
4457,2005198462,MOSSIDE BL
4473,2005190757,BERNVILLE RD
4484,2005185844,RIDGE RD
4485,2005185844,WARWICK RD
4508,2005189320,LONGS GAP RD
4531,2006013140,N CROSSROADS RD
4554,2005139341,
4620,2005172495,ORANGEMANS RD
4652,2005131346,TUSCARORA MTN RD
4665,2005421099,
4666,2005408714,DUTCH HOLLOW RD
4668,2005064662,
4684,2005207890,REXMONT RD
4685,2005207890,ANTHRACITE RD
4761,2005141599,SUNBURY RD
4764,2005202948,
4765,2005197733,WILLIAM FLYNN HW
4774,2005169305,
4790,2005142582,Z H CONFAIR MEMORIAL HW
4982,2005173105,SUNBURY RD
4983,2005173105,RAMP D RD
5049,2005118770,LOW ST
5135,2005209113,HILLS CHURCH RD
5174,2005078033,BEAVER VALLEY EX
5184,2005154628,MARKET ST
5219,2006025545,OLNEY AV
5276,2005414765,BYBERRY RD
5280,2005150846,
5307,2005158224,LEHIGH DR
5345,2005419181,ROCK RD
5346,2006006785,
5363,2006016922,MORGANTOWN RD
5375,2005409687,SYCAMORE RD
5392,2005173568,COLONEL DRAKE HW
5406,2006002468,OLD FRITZTOWN RD
5407,2006002468,MARTINS RD
5413,2006028658,GUILFORD ST
5414,2006028658,BATTERSBY ST
5415,2006025301,
5475,2005167196,TWENTYFOURTH ST
5476,2005167196,SEVENTH AV
5477,2005167196,TWENTYFIFTH ST
5509,2005130277,CLEARFIELD BP
5531,2005152681,OLD HARRISBURG RD
5610,2005188564,DEKALB PK
5624,2005195642,
5648,2005408640,GREENWAY AV
5649,2005408640,SIXTIETH ST
5732,2005177212,QUAKERTOWN RD
5784,2005108780,GRAND ARMY OF THE REPU HW
5814,2005120125,
5848,2005088355,MAIN ST
5858,2005151854,BLOUGH RD
5860,2005151854,COPPER KETTLE HW
5915,2005153424,GRUBBS MILL RD
5943,2005023684,WILLIAM PENN HW
5995,2005049167,HUNTSVILLE RD
5996,2005119148,BIG RD
6013,2005148198,GERMANTOWN AV
6034,2005196619,
6035,2005196619,RAMP RD
6045,2005136621,PIKE ST
6047,2005136621,HAMPDEN BL
6069,2005156711,OLD BETHELEM RD
6122,2005196078,
6129,2005158450,
6130,2005158450,STATE RD
6171,2005133492,IDEWILD HILL RD
6172,2005133492,IDLEWILD HILL RD
6173,2005133492,LINCOLN HW
6174,2005133492,LINCOLN HW
6175,2005133492,CLARK HOLLOW RD
6251,2005152705,
6277,2005152083,BUSTLETON AV
6278,2005152083,BUSTLETON AV
6279,2005152083,PHILMONT AV
6284,2005170548,CLEARFIELD VALLEY BL
6369,2005120320,WILLIAM PENN HW
6388,2005206837,SR 2006 SH
