crash_id,veh_num,make,model,body_type
202201010108,1,2018 MERCEDES-BENZ,(UNK),SUV
202201010668,2,2011 (UNK),(UNK),Motorcycle
202201010221,2,2015 LINCOLN,MKS,Passenger
202201010142,1,2008 FORD,ECP,SUV
202201010108,2,2013 TOYOTA,CAM,Passenger
202201010142,2,2019 INFINITI,Q50,SUV
202201011309,3,(UNK) HONDA,INS,Passenger
202201010826,1,2020 HYUNDAI,SON,Passenger
202201010756,1,2013 CHEVROLET,IMP,Passenger
202201010756,2,2008 MERCURY,SAB,Passenger
202201011438,1,2012 HYUNDAI,GEN,Passenger
202201010668,1,2008 FORD,FOC,Passenger
202201010826,2,2007 PONTIAC,G6G,Passenger
202201011382,2,2012 ACURA,ZDX,Passenger
202201011695,1,2003 GMC,YUO,SUV
202201011695,2,2016 VOLKSWAGEN,TGN,Passenger
202201011309,2,2017 JEEP,RNG,Passenger
202201011387,1,2004 CHEVROLET,SE2,Pickup
202201011973,1,1993 CHEVROLET,SLV,Pickup
202201011582,1,2008 DODGE,RAM,Pickup
202201012190,1,(UNK) CHRYSLER,30,Passenger
202201011382,1,2006 LINCOLN,ZEP,Passenger
202201012335,1,2011 JEEP,(UNK),SUV
202201012595,1,(UNK) JEEP,(UNK),Other
202201012335,2,2014 DODGE,CAL,Passenger
202201011834,2,2012 FORD,ECP,SUV
202201011834,1,2001 BUICK,CNL,Passenger
202201012197,3,2020 NISSAN,RGE,Passenger
202201012409,2,2017 NISSAN,PTH,SUV
202201012197,1,2007 CHEVROLET,CBT,Passenger
202201012607,2,(UNK) JEEP,CHK,Passenger
202201012880,1,2012 CHEVROLET,SLV,Pickup
202201013252,2,2008 NISSAN,RGE,SUV
202201012607,1,2020 NISSAN,VRS,Passenger
202201013201,1,2014 FORD,EDG,Passenger
202201013530,2,2000 CHEVROLET,TOE,SUV
202201012853,2,2012 LINCOLN,(UNK),Passenger
202201013622,2,2017 BUICK,ENC,SUV
202201013718,1,2003 FORD,TSE,Passenger
202201013718,2,2008 FORD,F15,Pickup
202201013665,1,2000 HONDA,CRV,SUV
202201013217,1,2010 MITSUBISHI,ECL,Passenger
202201012796,2,2005 CHEVROLET,UNK,Passenger
202201013976,2,2003 TOYOTA,SQA,Passenger
202201013614,1,2013 FORD,FIE,Passenger
202201014069,2,2013 DODGE,CVN,Van/Mini-Van
202201014118,1,2009 HYUNDAI,ELN,Passenger
202201014118,3,2014 JEEP,CMP,SUV
202201014307,1,(UNK) DODGE,CHL,Passenger
202201014069,1,2008 HONDA,ELE,SUV
202201014537,1,2006 VOLVO,XC9,SUV
202201013201,2,2017 TESLA,MDS,Passenger
202201013823,1,2014 JEEP,CHK,Passenger
202201013864,1,2014 DODGE,AVN,Passenger
202201013252,1,(UNK) UNKNOWN,(UNK),SUV
202201014587,1,2014 JEEP,PAT,SUV
202201014252,2,2015 AUTOCAR,UNK,Passenger
202201013530,3,2018 ACURA,RDX,SUV
202201013864,2,2017 JEEP,CMP,SUV
